PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3sPM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,Plus/Minus,FP
Chaz Lanier,DET,DET @ HOU,10/24/2025,W,12,3,1,3,33.3,1,3,33.3,0,0,-,0,0,0,1,0,0,0,0,-6,4.5
Cade Cunningham,DET,DET @ HOU,10/24/2025,W,39,21,7,16,43.8,3,8,37.5,4,5,80,1,6,7,9,0,1,8,3,7,37.9
Paul Reed,DET,DET @ HOU,10/24/2025,W,19,13,6,10,60,1,1,100,0,0,-,5,4,9,1,0,2,2,4,6,29.3
Javonte Green,DET,DET @ HOU,10/24/2025,W,20,7,2,6,33.3,1,2,50,2,3,66.7,0,4,4,2,1,0,1,0,-7,16.8
Duncan Robinson,DET,DET @ HOU,10/24/2025,W,38,17,5,9,55.6,4,8,50,3,3,100,2,1,3,2,0,3,0,4,15,32.6
Will Riley,WAS,WAS @ DAL,10/24/2025,W,4,3,0,0,-,0,0,-,3,4,75,0,3,3,0,1,0,0,0,3,9.6
Tre Johnson,WAS,WAS @ DAL,10/24/2025,W,26,17,7,13,53.8,3,6,50,0,0,-,1,2,3,2,0,1,0,2,7,26.6
Bub Carrington,WAS,WAS @ DAL,10/24/2025,W,26,7,1,7,14.3,1,1,100,4,6,66.7,0,3,3,3,2,0,2,3,-5,19.1
Tristan Vukcevic,WAS,WAS @ DAL,10/24/2025,W,7,2,1,4,25,0,2,0,0,1,0,0,2,2,0,0,1,1,0,11,6.4
Amen Thompson,HOU,HOU vs. DET,10/24/2025,L,30,10,2,8,25,0,1,0,6,10,60,1,3,4,1,0,0,2,5,-6,14.3
Jabari Smith Jr.,HOU,HOU vs. DET,10/24/2025,L,40,11,3,14,21.4,3,9,33.3,2,2,100,0,6,6,2,1,1,2,4,-6,25.2
Alperen Sengun,HOU,HOU vs. DET,10/24/2025,L,38,17,5,18,27.8,0,2,0,7,10,70,2,5,7,7,3,0,3,5,3,41.9
Josh Okogie,HOU,HOU vs. DET,10/24/2025,L,17,10,3,4,75,1,2,50,3,4,75,2,2,4,1,0,0,1,1,4,15.3
Ryan Nembhard,DAL,DAL vs. WAS,10/24/2025,L,10,2,1,4,25,0,1,0,0,0,-,1,0,1,0,0,0,0,1,-15,3.2
Cooper Flagg,DAL,DAL vs. WAS,10/24/2025,L,35,18,6,14,42.9,2,5,40,4,4,100,1,4,5,6,1,1,5,3,-6,34
Dereck Lively II,DAL,DAL vs. WAS,10/24/2025,L,19,8,4,5,80,0,0,-,0,0,-,2,4,6,2,2,1,2,1,3,25.2
Max Christie,DAL,DAL vs. WAS,10/24/2025,L,29,9,3,7,42.9,3,6,50,0,0,-,0,1,1,2,0,0,0,2,-5,13.2
Jaden Hardy,DAL,DAL vs. WAS,10/24/2025,L,11,9,3,7,42.9,2,5,40,1,2,50,0,1,1,0,0,0,0,1,-3,10.2
Moussa Cisse,DAL,DAL vs. WAS,10/24/2025,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0
Brandon Williams,DAL,DAL vs. WAS,10/24/2025,L,7,0,0,2,0,0,0,-,0,0,-,0,0,0,1,1,0,0,1,1,4.5
Naji Marshall,DAL,DAL vs. WAS,10/24/2025,L,25,7,2,6,33.3,0,1,0,3,3,100,1,5,6,4,2,0,1,4,-1,25.2
P.J. Washington,DAL,DAL vs. WAS,10/24/2025,L,39,18,8,14,57.1,2,5,40,0,1,0,1,8,9,1,2,1,8,3,-9,31.3
D'Angelo Russell,DAL,DAL vs. WAS,10/24/2025,L,8,1,0,3,0,0,1,0,1,2,50,0,2,2,3,0,0,0,0,2,7.9
Dwight Powell,DAL,DAL vs. WAS,10/24/2025,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,0,0
Anthony Davis,DAL,DAL vs. WAS,10/24/2025,L,38,27,9,19,47.4,0,4,0,9,12,75,3,10,13,4,2,2,5,3,-3,55.6
Klay Thompson,DAL,DAL vs. WAS,10/24/2025,L,17,8,2,7,28.6,1,6,16.7,3,3,100,0,4,4,0,1,0,0,0,-14,15.8
Jeremiah Fears,NOP,NOP vs. SAS,10/24/2025,L,29,13,5,8,62.5,0,1,0,3,4,75,1,3,4,1,2,0,2,2,7,23.3
Jose Alvarado,NOP,NOP vs. SAS,10/24/2025,L,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2,0
Trey Murphy III,NOP,NOP vs. SAS,10/24/2025,L,46,24,9,18,50,3,8,37.5,3,3,100,3,7,10,5,3,0,1,2,-2,51.5
Herbert Jones,NOP,NOP vs. SAS,10/24/2025,L,28,0,0,8,0,0,5,0,0,0,-,2,5,7,2,1,0,2,5,-20,12.4
Tyrese Proctor,CLE,CLE @ BKN,10/24/2025,W,12,0,0,4,0,0,3,0,0,0,-,0,1,1,0,1,0,2,2,-11,2.2
Craig Porter Jr.,CLE,CLE @ BKN,10/24/2025,W,14,14,6,6,100,2,2,100,0,0,-,0,2,2,2,1,0,0,0,8,22.4
Kyshawn George,WAS,WAS @ DAL,10/24/2025,W,35,34,11,15,73.3,7,9,77.8,5,5,100,2,9,11,4,2,3,5,5,14,63.2
Alex Sarr,WAS,WAS @ DAL,10/24/2025,W,26,14,5,10,50,0,1,0,4,4,100,3,6,9,5,1,3,4,2,5,40.3
Cam Whitmore,WAS,WAS @ DAL,10/24/2025,W,16,8,3,9,33.3,0,3,0,2,2,100,1,2,3,1,1,0,1,0,3,15.1
Corey Kispert,WAS,WAS @ DAL,10/24/2025,W,21,7,3,5,60,1,3,33.3,0,1,0,0,4,4,4,0,0,0,3,5,17.8
Marvin Bagley III,WAS,WAS @ DAL,10/24/2025,W,15,10,4,6,66.7,1,2,50,1,2,50,2,2,4,1,0,0,0,4,-6,16.3
CJ McCollum,WAS,WAS @ DAL,10/24/2025,W,33,6,2,8,25,1,4,25,1,2,50,1,1,2,5,1,0,2,2,10,16.9
Khris Middleton,WAS,WAS @ DAL,10/24/2025,W,30,9,4,13,30.8,1,5,20,0,2,0,0,4,4,2,3,0,0,3,3,25.8
Ace Bailey,UTA,UTA @ SAC,10/24/2025,L,13,0,0,5,0,0,0,-,0,0,-,1,1,2,1,0,0,0,1,-16,3.9
Walter Clayton Jr.,UTA,UTA @ SAC,10/24/2025,L,20,10,4,7,57.1,1,3,33.3,1,1,100,1,4,5,3,1,0,2,1,-8,21.5
Kyle Filipowski,UTA,UTA @ SAC,10/24/2025,L,25,10,4,7,57.1,2,4,50,0,0,-,1,5,6,4,0,0,1,5,19,22.2
Brice Sensabaugh,UTA,UTA @ SAC,10/24/2025,L,22,15,6,11,54.5,3,7,42.9,0,0,-,0,4,4,1,1,0,2,0,-9,22.3
Keyonte George,UTA,UTA @ SAC,10/24/2025,L,34,18,5,15,33.3,1,6,16.7,7,7,100,0,2,2,10,0,1,4,2,5,34.4
Taylor Hendricks,UTA,UTA @ SAC,10/24/2025,L,17,2,1,3,33.3,0,2,0,0,0,-,1,2,3,1,0,0,0,0,-13,7.1
Walker Kessler,UTA,UTA @ SAC,10/24/2025,L,30,3,1,1,100,0,0,-,1,2,50,2,7,9,2,3,0,6,4,7,19.8
Svi Mykhailiuk,UTA,UTA @ SAC,10/24/2025,L,24,9,3,7,42.9,2,5,40,1,1,100,2,2,4,0,0,0,2,1,14,11.8
Lauri Markkanen,UTA,UTA @ SAC,10/24/2025,L,36,33,12,23,52.2,4,13,30.8,5,6,83.3,1,3,4,1,0,0,1,1,4,38.3
Jusuf Nurkić,UTA,UTA @ SAC,10/24/2025,L,18,4,2,7,28.6,0,1,0,0,0,-,2,9,11,2,1,0,1,1,-8,22.2
Isaac Jones,SAC,SAC vs. UTA,10/24/2025,W,14,2,1,2,50,0,1,0,0,0,-,2,0,2,1,0,0,0,4,-12,5.9
Keon Ellis,SAC,SAC vs. UTA,10/24/2025,W,17,4,1,3,33.3,1,2,50,1,2,50,0,3,3,1,3,0,2,2,4,16.1
Drew Eubanks,SAC,SAC vs. UTA,10/24/2025,W,11,0,0,5,0,0,1,0,0,2,0,0,2,2,1,0,1,0,0,16,6.9
Malik Monk,SAC,SAC vs. UTA,10/24/2025,W,21,20,7,14,50,6,9,66.7,0,0,-,0,1,1,3,2,2,1,2,10,36.7
Domantas Sabonis,SAC,SAC vs. UTA,10/24/2025,W,37,12,6,9,66.7,0,1,0,0,1,0,3,9,12,1,0,0,2,3,-15,25.9
Dario Šarić,SAC,SAC vs. UTA,10/24/2025,W,16,5,1,2,50,1,2,50,2,2,100,0,2,2,2,0,0,0,0,17,10.4
Zach LaVine,SAC,SAC vs. UTA,10/24/2025,W,37,31,10,18,55.6,4,9,44.4,7,7,100,0,2,2,1,0,1,1,3,2,36.9
Dennis Schröder,SAC,SAC vs. UTA,10/24/2025,W,33,17,8,16,50,1,5,20,0,0,-,0,5,5,3,2,0,4,1,-7,29.5
DeMar DeRozan,SAC,SAC vs. UTA,10/24/2025,W,37,7,3,9,33.3,0,0,-,1,1,100,0,3,3,6,2,0,1,1,-15,24.6
Russell Westbrook,SAC,SAC vs. UTA,10/24/2025,W,17,7,3,5,60,1,2,50,0,0,-,0,1,1,4,1,0,2,2,5,15.2
Yang Hansen,POR,POR vs. GSW,10/24/2025,W,7,2,1,3,33.3,0,0,-,0,0,-,0,1,1,0,0,2,1,0,-3,8.2
Donovan Clingan,POR,POR vs. GSW,10/24/2025,W,22,14,4,6,66.7,1,2,50,5,5,100,4,4,8,2,0,1,0,4,2,29.6
Duop Reath,POR,POR vs. GSW,10/24/2025,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,1,0,0,-3,3
Toumani Camara,POR,POR vs. GSW,10/24/2025,W,33,19,7,13,53.8,3,7,42.9,2,2,100,2,5,7,2,3,0,1,4,23,38.4
Rayan Rupert,POR,POR vs. GSW,10/24/2025,W,4,0,0,0,-,0,0,-,0,0,-,0,1,1,1,0,0,1,0,-3,1.7
Kris Murray,POR,POR vs. GSW,10/24/2025,W,27,13,6,7,85.7,1,1,100,0,0,-,0,1,1,1,2,1,1,2,7,23.7
Blake Wesley,POR,POR vs. GSW,10/24/2025,W,20,4,2,6,33.3,0,2,0,0,0,-,1,1,2,4,2,0,2,3,1,16.4
Shaedon Sharpe,POR,POR vs. GSW,10/24/2025,W,25,17,5,15,33.3,1,6,16.7,6,6,100,0,4,4,1,1,0,2,4,0,24.3
Deni Avdija,POR,POR vs. GSW,10/24/2025,W,29,26,11,18,61.1,4,6,66.7,0,0,-,2,3,5,6,0,0,3,4,16,38
Matisse Thybulle,POR,POR vs. GSW,10/24/2025,W,15,10,3,3,100,2,2,100,2,2,100,0,2,2,0,3,0,1,2,22,20.4
Jerami Grant,POR,POR vs. GSW,10/24/2025,W,28,22,6,10,60,2,4,50,8,10,80,0,2,2,2,1,0,2,4,19,28.4
Jrue Holiday,POR,POR vs. GSW,10/24/2025,W,28,12,5,12,41.7,2,4,50,0,0,-,1,4,5,11,1,0,4,1,19,33.5
Desmond Bane,ORL,ORL vs. ATL,10/24/2025,L,33,15,5,14,35.7,1,7,14.3,4,5,80,2,5,7,5,0,0,3,2,-7,27.9
Tyus Jones,ORL,ORL vs. ATL,10/24/2025,L,20,4,2,4,50,0,2,0,0,0,-,0,1,1,2,0,1,1,1,-9,10.2
Joan Beringer,MIN,MIN @ LAL,10/24/2025,L,5,2,1,1,100,0,0,-,0,0,-,1,3,4,0,0,0,0,0,5,6.8
Rob Dillingham,MIN,MIN @ LAL,10/24/2025,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-2,0
Jaylen Clark,MIN,MIN @ LAL,10/24/2025,L,13,9,3,5,60,1,1,100,2,2,100,2,1,3,1,0,0,0,4,-8,14.1
Leonard Miller,MIN,MIN @ LAL,10/24/2025,L,4,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,0,1,1,5,2.2
Johnny Juzang,MIN,MIN @ LAL,10/24/2025,L,3,1,0,2,0,0,2,0,1,2,50,1,0,1,0,0,0,0,1,5,2.2
Terrence Shannon Jr.,MIN,MIN @ LAL,10/24/2025,L,13,0,0,3,0,0,1,0,0,0,-,0,2,2,0,0,0,2,2,-13,0.4
Bones Hyland,MIN,MIN @ LAL,10/24/2025,L,16,9,4,6,66.7,1,3,33.3,0,0,-,0,0,0,2,1,0,0,1,-3,15
Jaden McDaniels,MIN,MIN @ LAL,10/24/2025,L,27,10,5,12,41.7,0,4,0,0,0,-,1,1,2,0,0,1,0,5,-14,15.4
Anthony Edwards,MIN,MIN @ LAL,10/24/2025,L,35,31,11,19,57.9,3,6,50,6,9,66.7,0,4,4,5,0,1,2,0,-17,44.3
Donte DiVincenzo,MIN,MIN @ LAL,10/24/2025,L,28,13,4,8,50,3,7,42.9,2,3,66.7,0,0,0,4,2,0,0,2,-6,25
Joe Ingles,MIN,MIN @ LAL,10/24/2025,L,4,0,0,1,0,0,1,0,0,0,-,0,0,0,1,0,0,0,0,5,1.5
Rudy Gobert,MIN,MIN @ LAL,10/24/2025,L,28,2,1,2,50,0,0,-,0,0,-,5,2,7,2,0,0,1,3,-6,12.4
Mike Conley,MIN,MIN @ LAL,10/24/2025,L,9,0,0,3,0,0,1,0,0,0,-,1,1,2,1,0,0,2,4,-11,1.9
Bronny James,LAL,LAL vs. MIN,10/24/2025,W,3,0,0,1,0,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-5,0
Dalton Knecht,LAL,LAL vs. MIN,10/24/2025,W,7,0,0,1,0,0,1,0,0,0,-,0,1,1,0,0,0,0,1,-3,1.2
Jake LaRavia,LAL,LAL vs. MIN,10/24/2025,W,28,6,2,3,66.7,1,2,50,1,2,50,0,0,0,1,1,0,1,2,14,9.5
Christian Koloko,LAL,LAL vs. MIN,10/24/2025,W,3,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-6,0
Austin Reaves,LAL,LAL vs. MIN,10/24/2025,W,37,25,9,15,60,2,5,40,5,5,100,0,7,7,11,0,0,1,1,17,48.9
Gabe Vincent,LAL,LAL vs. MIN,10/24/2025,W,24,5,2,5,40,1,3,33.3,0,0,-,1,1,2,5,1,0,0,3,-1,17.9
Rui Hachimura,LAL,LAL vs. MIN,10/24/2025,W,32,23,10,13,76.9,2,4,50,1,2,50,1,1,2,0,0,0,0,1,11,25.4
Luka Dončić,LAL,LAL vs. MIN,10/24/2025,W,35,49,14,23,60.9,5,12,41.7,16,19,84.2,1,10,11,8,0,0,3,4,18,71.2
Deandre Ayton,LAL,LAL vs. MIN,10/24/2025,W,31,15,7,11,63.6,0,0,-,1,2,50,3,5,8,0,0,1,2,3,9,25.6
Jarred Vanderbilt,LAL,LAL vs. MIN,10/24/2025,W,20,2,0,2,0,0,1,0,2,2,100,1,6,7,0,2,2,1,2,12,21.4
Marcus Smart,LAL,LAL vs. MIN,10/24/2025,W,21,3,1,2,50,1,1,100,0,0,-,0,0,0,1,2,0,2,1,24,8.5
Will Richard,GSW,GSW @ POR,10/24/2025,L,25,7,2,4,50,1,3,33.3,2,2,100,0,2,2,2,2,0,2,4,-13,16.4
Quinten Post,GSW,GSW @ POR,10/24/2025,L,16,5,2,4,50,1,2,50,0,0,-,3,1,4,1,0,0,1,0,-3,10.3
Brandin Podziemski,GSW,GSW @ POR,10/24/2025,L,22,8,2,9,22.2,1,3,33.3,3,4,75,1,4,5,0,2,0,2,1,-17,18
Trayce Jackson-Davis,GSW,GSW @ POR,10/24/2025,L,17,6,2,5,40,0,0,-,2,2,100,1,3,4,1,1,1,1,3,-1,17.3
Gui Santos,GSW,GSW @ POR,10/24/2025,L,11,3,1,2,50,1,2,50,0,0,-,1,0,1,1,1,0,2,2,-4,6.7
Moses Moody,GSW,GSW @ POR,10/24/2025,L,21,7,1,6,16.7,1,3,33.3,4,6,66.7,0,2,2,0,1,0,2,1,-12,10.4
Pat Spencer,GSW,GSW @ POR,10/24/2025,L,11,4,2,4,50,0,1,0,0,0,-,1,1,2,1,1,0,0,1,-7,10.9
Jonathan Kuminga,GSW,GSW @ POR,10/24/2025,L,24,16,4,7,57.1,1,2,50,7,7,100,3,5,8,3,2,0,4,3,-11,32.1
Gary Payton II,GSW,GSW @ POR,10/24/2025,L,7,0,0,1,0,0,1,0,0,0,-,0,1,1,0,0,0,0,0,-1,1.2
Buddy Hield,GSW,GSW @ POR,10/24/2025,L,12,2,0,2,0,0,1,0,2,2,100,0,0,0,3,0,0,1,1,5,5.5
Draymond Green,GSW,GSW @ POR,10/24/2025,L,21,12,4,7,57.1,3,4,75,1,2,50,0,3,3,5,0,0,5,4,-13,18.1
Jimmy Butler III,GSW,GSW @ POR,10/24/2025,L,27,14,3,7,42.9,0,2,0,8,10,80,1,2,3,4,1,0,1,1,-10,25.6
Stephen Curry,GSW,GSW @ POR,10/24/2025,L,27,35,12,22,54.5,7,14,50,4,4,100,1,5,6,3,1,2,4,1,-13,51.7
Mouhamed Gueye,ATL,ATL @ ORL,10/24/2025,W,30,13,5,9,55.6,2,5,40,1,3,33.3,4,4,8,3,0,1,3,2,21,27.1
Trae Young,ATL,ATL @ ORL,10/24/2025,W,34,25,7,18,38.9,1,6,16.7,10,12,83.3,0,1,1,6,3,0,1,0,8,43.2
Luke Kennard,ATL,ATL @ ORL,10/24/2025,W,23,6,3,5,60,0,0,-,0,0,-,2,1,3,2,1,0,2,3,11,13.6
Brook Lopez,LAC,LAC vs. PHX,10/24/2025,W,18,6,2,5,40,2,4,50,0,0,-,1,6,7,1,0,2,1,2,11,20.9
Cam Christie,LAC,LAC vs. PHX,10/24/2025,W,5,0,0,1,0,0,0,-,0,0,-,0,2,2,0,0,0,1,0,1,1.4
Jordan Goodwin,PHX,PHX @ LAC,10/24/2025,L,6,0,0,2,0,0,2,0,0,0,-,0,1,1,0,1,0,3,0,-1,1.2
Julius Randle,MIN,MIN @ LAL,10/24/2025,L,30,26,9,16,56.3,4,8,50,4,5,80,3,6,9,6,0,0,3,0,-15,42.8
Kobe Brown,LAC,LAC vs. PHX,10/24/2025,W,5,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,1,1.2
Nick Richards,PHX,PHX @ LAC,10/24/2025,L,9,2,1,3,33.3,0,0,-,0,0,-,1,0,1,0,1,0,1,0,-7,5.2
Kobe Sanders,LAC,LAC vs. PHX,10/24/2025,W,5,2,1,3,33.3,0,1,0,0,0,-,0,0,0,0,1,0,1,0,1,4
James Harden,LAC,LAC vs. PHX,10/24/2025,W,28,30,8,12,66.7,5,7,71.4,9,9,100,0,7,7,7,0,1,4,2,22,47.9
Julian Champagnie,SAS,SAS @ NOP,10/24/2025,W,36,7,3,8,37.5,1,6,16.7,0,0,-,1,7,8,3,1,0,1,0,11,23.1
Cam Thomas,BKN,BKN vs. CLE,10/24/2025,L,34,33,12,24,50,3,11,27.3,6,6,100,0,2,2,9,0,0,3,3,-11,45.9
Naz Reid,MIN,MIN @ LAL,10/24/2025,L,23,5,2,9,22.2,1,4,25,0,0,-,1,4,5,2,1,1,1,3,-15,19
Chris Paul,LAC,LAC vs. PHX,10/24/2025,W,20,0,0,1,0,0,1,0,0,0,-,2,1,3,8,3,0,2,3,5,22.6
Rasheer Fleming,PHX,PHX @ LAC,10/24/2025,L,9,0,0,2,0,0,1,0,0,0,-,0,0,0,2,1,0,0,2,0,6
Grayson Allen,PHX,PHX @ LAC,10/24/2025,L,29,12,4,12,33.3,3,9,33.3,1,1,100,1,0,1,5,1,1,0,2,-11,26.7
Stephon Castle,SAS,SAS @ NOP,10/24/2025,W,33,16,5,12,41.7,3,8,37.5,3,6,50,0,6,6,6,1,1,10,3,-6,28.2
Kris Dunn,LAC,LAC vs. PHX,10/24/2025,W,21,14,5,8,62.5,2,4,50,2,2,100,1,1,2,1,3,0,0,1,18,26.9
John Collins,LAC,LAC vs. PHX,10/24/2025,W,24,10,3,5,60,0,1,0,4,5,80,2,4,6,2,2,0,2,3,23,24.2
Nigel Hayes-Davis,PHX,PHX @ LAC,10/24/2025,L,21,7,3,4,75,1,2,50,0,0,-,1,1,2,0,3,0,0,0,-12,18.4
Dillon Brooks,PHX,PHX @ LAC,10/24/2025,L,27,21,7,17,41.2,5,10,50,2,2,100,3,0,3,2,2,0,4,5,-15,29.6
Bradley Beal,LAC,LAC vs. PHX,10/24/2025,W,20,6,2,4,50,0,0,-,2,2,100,1,0,1,2,0,0,1,1,2,9.2
Yanic Konan Niederhäuser,LAC,LAC vs. PHX,10/24/2025,W,5,6,3,3,100,0,0,-,0,0,-,1,0,1,0,0,0,0,1,1,7.2
Royce O'Neale,PHX,PHX @ LAC,10/24/2025,L,28,11,4,11,36.4,3,10,30,0,0,-,1,3,4,1,2,1,2,3,-22,24.3
Ivica Zubac,LAC,LAC vs. PHX,10/24/2025,W,25,8,3,5,60,0,0,-,2,3,66.7,0,5,5,4,0,0,3,2,15,17
Collin Gillespie,PHX,PHX @ LAC,10/24/2025,L,28,13,5,12,41.7,3,8,37.5,0,0,-,1,4,5,5,1,1,3,1,-18,29.5
Mark Williams,PHX,PHX @ LAC,10/24/2025,L,14,2,1,5,20,0,0,-,0,0,-,3,3,6,0,0,0,0,4,-18,9.2
Oso Ighodaro,PHX,PHX @ LAC,10/24/2025,L,20,9,4,7,57.1,0,0,-,1,3,33.3,1,5,6,1,0,0,1,2,-1,16.7
Nicolas Batum,LAC,LAC vs. PHX,10/24/2025,W,8,3,1,2,50,1,2,50,0,0,-,0,1,1,0,1,0,0,2,14,7.2
Ryan Dunn,PHX,PHX @ LAC,10/24/2025,L,17,6,3,5,60,0,1,0,0,0,-,3,2,5,0,0,0,1,4,-7,11
Khaman Maluach,PHX,PHX @ LAC,10/24/2025,L,5,1,0,0,-,0,0,-,1,2,50,0,0,0,0,0,1,0,0,-1,4
Derrick Jones Jr.,LAC,LAC vs. PHX,10/24/2025,W,23,17,6,6,100,5,5,100,0,0,-,1,3,4,2,1,1,0,2,12,30.8
Devin Booker,PHX,PHX @ LAC,10/24/2025,L,28,18,5,10,50,1,4,25,7,7,100,0,3,3,7,0,0,3,2,-22,29.1
Kawhi Leonard,LAC,LAC vs. PHX,10/24/2025,W,33,27,11,21,52.4,1,4,25,4,5,80,1,4,5,5,1,1,2,0,9,44.5
Giannis Antetokounmpo,MIL,MIL @ TOR,10/24/2025,W,38,31,11,14,78.6,2,2,100,7,12,58.3,7,13,20,7,0,1,5,2,18,63.5
Steven Adams,HOU,HOU vs. DET,10/24/2025,L,25,11,4,4,100,0,0,-,3,4,75,6,4,10,0,3,0,1,2,-4,31
Reed Sheppard,HOU,HOU vs. DET,10/24/2025,L,20,9,3,11,27.3,3,4,75,0,0,-,0,2,2,1,3,0,3,2,-13,18.9
Tari Eason,HOU,HOU vs. DET,10/24/2025,L,28,4,2,5,40,0,1,0,0,0,-,3,2,5,2,1,0,1,2,-5,15
Kevin Durant,HOU,HOU vs. DET,10/24/2025,L,37,37,9,18,50,3,3,100,16,18,88.9,1,2,3,1,3,1,0,3,-1,54.1
Jaylen Brown,BOS,BOS @ NYK,10/24/2025,L,35,23,9,18,50,3,7,42.9,2,4,50,0,4,4,3,1,1,7,5,-14,31.3
Davion Mitchell,MIA,MIA @ MEM,10/24/2025,W,21,2,1,2,50,0,1,0,0,0,-,0,1,1,6,0,0,3,2,6,9.2
Kel'el Ware,MIA,MIA @ MEM,10/24/2025,W,23,19,8,12,66.7,1,1,100,2,3,66.7,5,4,9,1,1,1,2,3,15,35.3
Derrick White,BOS,BOS @ NYK,10/24/2025,L,33,15,5,18,27.8,3,11,27.3,2,3,66.7,1,3,4,4,1,0,1,3,0,27.8
Norman Powell,MIA,MIA @ MEM,10/24/2025,W,25,15,5,10,50,2,4,50,3,4,75,0,6,6,2,2,0,2,2,7,29.2
Jalen Duren,DET,DET @ HOU,10/24/2025,W,12,6,3,4,75,0,0,-,0,0,-,3,3,6,0,1,1,1,2,5,18.2
Ausar Thompson,DET,DET @ HOU,10/24/2025,W,24,19,9,16,56.3,1,3,33.3,0,2,0,0,2,2,4,1,1,1,3,-10,32.4
Brooks Barnhizer,OKC,OKC @ IND,10/23/2025,W,14,2,1,2,50,0,0,-,0,0,-,1,2,3,0,0,0,0,3,-6,5.6
Chris Youngblood,OKC,OKC @ IND,10/23/2025,W,6,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,2,8,3
Branden Carlson,OKC,OKC @ IND,10/23/2025,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,1,0
Ajay Mitchell,OKC,OKC @ IND,10/23/2025,W,38,26,9,19,47.4,0,3,0,8,8,100,1,2,3,4,1,0,1,2,12,37.6
Ousmane Dieng,OKC,OKC @ IND,10/23/2025,W,15,0,0,3,0,0,3,0,0,0,-,0,1,1,0,0,0,0,2,-1,1.2
Jaylin Williams,OKC,OKC @ IND,10/23/2025,W,15,5,2,3,66.7,1,2,50,0,0,-,0,2,2,2,0,0,2,4,-9,8.4
Chet Holmgren,OKC,OKC @ IND,10/23/2025,W,39,15,4,12,33.3,0,6,0,7,8,87.5,3,9,12,2,2,0,3,3,1,35.4
Aaron Wiggins,OKC,OKC @ IND,10/23/2025,W,36,23,7,14,50,5,9,55.6,4,4,100,0,9,9,0,0,1,1,4,8,35.8
Luguentz Dort,OKC,OKC @ IND,10/23/2025,W,43,7,2,6,33.3,1,4,25,2,2,100,4,4,8,2,1,0,3,4,1,19.6
Shai Gilgeous-Alexander,OKC,OKC @ IND,10/23/2025,W,45,55,15,31,48.4,2,7,28.6,23,26,88.5,0,8,8,5,2,1,2,4,9,79.1
Isaiah Hartenstein,OKC,OKC @ IND,10/23/2025,W,37,5,2,4,50,0,0,-,1,3,33.3,0,14,14,2,0,0,2,5,6,22.8
Taelon Peter,IND,IND vs. OKC,10/23/2025,L,17,3,1,2,50,1,2,50,0,0,-,0,0,0,1,1,0,1,1,-7,6.5
Johnny Furphy,IND,IND vs. OKC,10/23/2025,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2,0
Ben Sheppard,IND,IND vs. OKC,10/23/2025,L,39,15,5,11,45.5,3,7,42.9,2,2,100,2,6,8,4,1,1,0,6,-5,36.6
Jarace Walker,IND,IND vs. OKC,10/23/2025,L,30,13,6,11,54.5,1,5,20,0,0,-,1,3,4,4,1,0,2,4,-7,24.8
Bennedict Mathurin,IND,IND vs. OKC,10/23/2025,L,45,36,9,19,47.4,3,8,37.5,15,17,88.2,3,8,11,1,0,0,4,6,9,46.7
Jay Huff,IND,IND vs. OKC,10/23/2025,L,12,5,2,4,50,1,2,50,0,0,-,1,2,3,0,0,2,0,1,6,14.6
Isaiah Jackson,IND,IND vs. OKC,10/23/2025,L,8,0,0,2,0,0,0,-,0,0,-,1,0,1,0,0,0,2,4,2,-0.8
Aaron Nesmith,IND,IND vs. OKC,10/23/2025,L,27,5,2,7,28.6,1,3,33.3,0,0,-,0,7,7,0,0,0,1,6,-4,12.4
Obi Toppin,IND,IND vs. OKC,10/23/2025,L,40,20,8,18,44.4,0,8,0,4,4,100,0,5,5,3,2,0,1,3,-2,35.5
Andrew Nembhard,IND,IND vs. OKC,10/23/2025,L,17,4,0,5,0,0,2,0,4,4,100,0,1,1,4,0,0,2,2,-3,9.2
Tony Bradley,IND,IND vs. OKC,10/23/2025,L,10,2,1,1,100,0,0,-,0,1,0,0,0,0,0,0,1,0,3,-9,5
Pascal Siakam,IND,IND vs. OKC,10/23/2025,L,44,32,12,25,48,3,6,50,5,12,41.7,3,12,15,4,1,0,1,1,-8,58
Gary Payton II,GSW,GSW vs. DEN,10/23/2025,W,12,6,3,5,60,0,1,0,0,0,-,3,3,6,1,1,0,0,2,-6,17.7
